jogadores/licenca,jogadores/nome,jogadores/short_name,jogadores/fotografia,jogadores/posicaotatica,jogadores/pais,jogadores/equipa,jogadores/logotipo,jogadores/skoy_id_jogador,jogadores/shirtNumber,jogadores/nomeEquipa,jogadores/idEpoca,jogadores/epoca,jogadores/idClube,jogadores/nomeClube,jogadores/siglaClube,jogadores/idAssociacao,jogadores/associacao,jogadores/dataNascimento,jogadores/genero,jogadores/altura,jogadores/peso,jogadores/foto_acao,jogadores/facebook,jogadores/instagram,jogadores/twitter
272930,Aaron Broussard,Aaron Broussard,https://sav2.fpb.pt/uploads/utilizadores/223590_1662745073.png,BASE / EXTREMO,Estados Unidos da América,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,1,SL Benfica ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,1990-04-14,M,196,0,,,,
188949,Afonso José Ferreira Henriques Falcão Marques,Afonso Marques,https://sav2.fpb.pt/uploads/utilizadores/117089_1665741335.png,,Portugal,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,11,Académica EFAPEL ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,2002-05-18,M,170,0,,,,
196448,Afonso Morais Guedes,Afonso Guedes,https://sav2.fpb.pt/uploads/utilizadores/125220_1631009962.png,,Portugal,Sporting Clube de Portugal,https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png,0,16,Sporting CP ,60,2021/2022,169,Sporting Clube de Portugal,SCP,1,Associação de Basquetebol de Lisboa,2003-03-06,M,196,0,,,,
273260,Alexander Jacob Thompson,Alexander Thompson,https://sav2.fpb.pt/uploads/utilizadores/223975_1632675959.png,,Estados Unidos da América,Sport Club Lusitânia ,https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png,0,20,Lusitânia Expert ,60,2021/2022,76,Sport Club Lusitânia ,SCL,13,Associação de Basquetebol da Ilha Terceira ,1995-04-25,M,203,0,,,,
278310,Amenhotep Kazembe Ture Abif,Amenhotep Abif,https://sav2.fpb.pt/uploads/utilizadores/229701_1645088602.png,POSTE,Estados Unidos da América,Sport Club Lusitânia ,https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png,0,32,Lusitânia Expert ,60,2021/2022,76,Sport Club Lusitânia ,SCL,13,Associação de Basquetebol da Ilha Terceira ,1992-11-18,M,201,110,,,,
109007,André Filipe de Oliveira Bessa,André Bessa,https://sav2.fpb.pt/uploads/utilizadores/31629_1663795551.png,BASE,Portugal,Vitória Sport Clube,https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png,0,9,Vitória SC ,60,2021/2022,2300,Vitória Sport Clube,VSC,5,Associação de Basquetebol de Braga,1989-01-13,M,182,78,,,,
279035,Andrew Edward KosteckaIII ,Andrew KosteckaIII,https://sav2.fpb.pt/uploads/utilizadores/230480_1641600095.png,,Estados Unidos da América,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,14,Académica EFAPEL ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,1997-08-19,M,0,0,,,,
273376,Andrew Michael Richard Robinson,Andrew Robinson,https://sav2.fpb.pt/uploads/utilizadores/224118_1632420011.png,,Estados Unidos da América,Imortal Basket Club,https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png,0,14,Imortal LUZiGÁS ,60,2021/2022,2932,Imortal Basket Club,IBC,9,Associação de Basquetebol do Algarve ,1996-06-05,M,196,0,,,,
268721,Anthony Louis Smith,Anthony Smith,https://sav2.fpb.pt/uploads/utilizadores/218675_1632323565.png,,Estados Unidos da América,Imortal Basket Club,https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png,0,24,Imortal LUZiGÁS ,60,2021/2022,2932,Imortal Basket Club,IBC,9,Associação de Basquetebol do Algarve ,1997-03-16,M,202,0,,,,
166708,António Nicolau Monteiro,António Monteiro,https://sav2.fpb.pt/uploads/utilizadores/93970_1662817205.png,EXTREMO / POSTE,Angola,Sporting Clube de Portugal,https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png,0,10,Sporting CP ,60,2021/2022,169,Sporting Clube de Portugal,SCP,1,Associação de Basquetebol de Lisboa,1989-04-02,M,204,0,,,,
236666,António Pedro Guimarães Arantes,António Arantes,https://sav2.fpb.pt/uploads/utilizadores/164689_1665602997.png,,Portugal,Vitória Sport Clube,https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png,0,,Vitória SC ,60,2021/2022,2300,Vitória Sport Clube,VSC,5,Associação de Basquetebol de Braga,2003-04-17,M,183,0,,,,
130949,Arnette Lamar Scharfusen Hallman,Arnette Hallman,https://sav2.fpb.pt/uploads/utilizadores/51458_1663795435.png,EXTREMO / POSTE,Espanha,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,22,SL Benfica ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,1988-01-06,M,198,0,,https://www.facebook.com/arnette.scharfhausen,,
105379,Augusto Jorge Ferreira Sobrinho,Augusto Sobrinho,https://sav2.fpb.pt/uploads/utilizadores/31456_1633381958.png,,Portugal,Illiabum Clube ,https://sav2.fpb.pt/uploads/clubes/logotipo/Illiabum_Clube1602333892.png,0,7,Illiabum Clube ,60,2021/2022,22,Illiabum Clube ,ILL,3,Associação de Basquetebol de Aveiro,1985-03-31,M,188,0,,,,
196210,Bernardo Pereira Ferreira,Bernardo Ferreira,https://sav2.fpb.pt/uploads/utilizadores/124448_1663241624.png,BASE,Portugal,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg,0,4,CAB Madeira ,60,2021/2022,987,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",CAB,6,Associação de Basquetebol da Madeira,2003-06-05,M,180,77,,,,
235796,Bradley Glen Tinsley,Bradley Tinsley,https://sav2.fpb.pt/uploads/utilizadores/163824_1631021845.png,BASE,Estados Unidos da América,Futebol Clube do Porto,https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png,0,5,FC Porto ,60,2021/2022,120,Futebol Clube do Porto,FCP,4,Associação de Basquetebol do Porto,1989-05-10,M,191,0,https://sav2.fpb.pt/uploads/utilizadores/foto_acao235796_1595070483.jpg,https://www.facebook.com/brad.tinsley.735,https://www.instagram.com/binsley1/,
273910,Brandon Alexander Austin,Brandon Austin,https://sav2.fpb.pt/uploads/utilizadores/224750_1633096831.png,,Estados Unidos da América,Vitória Sport Clube,https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png,0,0,Vitória SC ,60,2021/2022,2300,Vitória Sport Clube,VSC,5,Associação de Basquetebol de Braga,1995-12-07,M,200,0,,,,
274323,Brandon Warren Anderson,Brandon Anderson,https://sav2.fpb.pt/uploads/utilizadores/225245_1634853868.png,,Estados Unidos da América,A.D.O. Basquetebol da Associação Desportiva Ovarense,https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_121663058006.png,0,11,Ovarense GAVEX ,60,2021/2022,12,A.D.O. Basquetebol da Associação Desportiva Ovarense,OVA,3,Associação de Basquetebol de Aveiro,1998-06-12,M,0,0,,,,
170431,Bruno Gabriel Sambu Gomes Martins,Bruno Martins,https://sav2.fpb.pt/uploads/utilizadores/99094_1632846800.png,,Portugal,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,18,Académica EFAPEL ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,1998-09-18,M,193,0,,,,
177284,Carlos Filipe Medeiros Cardoso,Carlos Cardoso,https://sav2.fpb.pt/uploads/utilizadores/105725_1663691053.png,,Portugal,Vitória Sport Clube,https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png,0,6,Vitória SC ,60,2021/2022,2300,Vitória Sport Clube,VSC,5,Associação de Basquetebol de Braga,1997-10-20,M,184,73,,,,
272925,Charlon Anduele Romano Kloof,Charlon Kloof,https://sav2.fpb.pt/uploads/utilizadores/223585_1664549739.png,BASE,Paises Baixos,Futebol Clube do Porto,https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png,0,90,FC Porto ,60,2021/2022,120,Futebol Clube do Porto,FCP,4,Associação de Basquetebol do Porto,1990-03-20,M,185,0,,,,
136537,Claúdio dos Santos Fonseca,Claúdio Fonseca,https://sav2.fpb.pt/uploads/utilizadores/57477_1663241760.png,POSTE,Portugal,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg,0,17,CAB Madeira ,60,2021/2022,987,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",CAB,6,Associação de Basquetebol da Madeira,1989-01-22,M,208,110,,,,
155382,Cristovão Melo Cordeiro,Cristovão Cordeiro,https://sav2.fpb.pt/uploads/utilizadores/74201_1663801350.png,,Portugal,A.D.O. Basquetebol da Associação Desportiva Ovarense,https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_121663058006.png,0,5,Ovarense GAVEX ,60,2021/2022,12,A.D.O. Basquetebol da Associação Desportiva Ovarense,OVA,3,Associação de Basquetebol de Aveiro,1989-08-24,M,203,0,,,,
139206,Daniel Alexandre da Conceição Machado,Daniel Machado,https://sav2.fpb.pt/uploads/utilizadores/58933_1664741434.png,,Portugal,Sporting Clube de Portugal,https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png,0,88,Sporting CP ,60,2021/2022,169,Sporting Clube de Portugal,SCP,1,Associação de Basquetebol de Lisboa,1990-04-11,M,190,0,,,,
217588,Daniel Batista Relvão,Daniel Relvão,https://sav2.fpb.pt/uploads/utilizadores/145674_1663858523.png,POSTE,Portugal,Sporting Clube de Portugal,https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png,0,14,Sporting CP ,60,2021/2022,169,Sporting Clube de Portugal,SCP,1,Associação de Basquetebol de Lisboa,1996-06-26,M,208,115,https://sav2.fpb.pt/uploads/utilizadores/foto_acao217588_1668205482.jpg,,,
272927,Danjel Kevon Purifoy,Danjel Purifoy,https://sav2.fpb.pt/uploads/utilizadores/223587_1662647663.png,EXTREMO,Estados Unidos da América,Vitória Sport Clube,https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png,0,3,Vitória SC ,60,2021/2022,2300,Vitória Sport Clube,VSC,5,Associação de Basquetebol de Braga,1995-10-11,M,201,0,,,,
278619,Delaney Lamar Blaylock,Delaney Blaylock,https://sav2.fpb.pt/uploads/utilizadores/230039_1639740199.png,,Estados Unidos da América,Clube Desportivo da Póvoa,https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg,0,20,CD Póvoa ,60,2021/2022,118,Clube Desportivo da Póvoa,CDP,4,Associação de Basquetebol do Porto,1997-01-17,M,0,0,,,,
272931,Dennis J Clifford,Dennis Clifford,https://sav2.fpb.pt/uploads/utilizadores/223591_1638722648.png,POSTE,Estados Unidos da América,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,42,SL Benfica ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,1992-02-29,M,216,0,,,,
274375,Dennis Junior Lobo dos Santos Woolfolk,Dennis Woolfolk,https://sav2.fpb.pt/uploads/utilizadores/225309_1633862346.png,,Portugal,Vitória Sport Clube,https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png,0,47,Vitória SC ,60,2021/2022,2300,Vitória Sport Clube,VSC,5,Associação de Basquetebol de Braga,1999-03-20,M,171,0,,,,
272994,Derrick Antwan Colter,Derrick Colter,https://sav2.fpb.pt/uploads/utilizadores/223670_1634635172.png,BASE,Estados Unidos da América,União Desportiva Oliveirense,https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png,0,2,UD Oliveirense ,60,2021/2022,28,União Desportiva Oliveirense,UDO,3,Associação de Basquetebol de Aveiro,1994-03-22,M,180,0,,,,
280270,Devine Chukwuemeka Eke,Devine Eke,https://sav2.fpb.pt/uploads/utilizadores/231805_1646907976.png,,Nigeria,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,21,Académica EFAPEL ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,1996-07-29,M,0,0,,,,
273331,Devon Bryant Goodman,Devon Goodman,https://sav2.fpb.pt/uploads/utilizadores/224057_1632675669.png,,Estados Unidos da América,Sport Club Lusitânia ,https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png,0,5,Lusitânia Expert ,60,2021/2022,76,Sport Club Lusitânia ,SCL,13,Associação de Basquetebol da Ilha Terceira ,1997-09-12,M,183,0,,,,
273177,Diego Kapelan,Diego Kapelan,https://sav2.fpb.pt/uploads/utilizadores/223882_1636651764.png,,Canada,Clube Desportivo da Póvoa,https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg,0,0,CD Póvoa ,60,2021/2022,118,Clube Desportivo da Póvoa,CDP,4,Associação de Basquetebol do Porto,1987-07-08,M,190,0,,,,
136299,Diogo da Costa Ventura,Diogo Ventura,https://sav2.fpb.pt/uploads/utilizadores/58239_1662817558.png,BASE,Portugal,Sporting Clube de Portugal,https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png,0,9,Sporting CP ,60,2021/2022,169,Sporting Clube de Portugal,SCP,1,Associação de Basquetebol de Lisboa,1994-06-24,M,194,0,,,,
193380,Diogo Ferreira Gomes,Diogo Gomes,https://sav2.fpb.pt/uploads/utilizadores/121367_1663797969.png,,Portugal,Clube Desportivo da Póvoa,https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg,0,4,CD Póvoa ESC Online ,60,2021/2022,118,Clube Desportivo da Póvoa,CDP,4,Associação de Basquetebol do Porto,2001-04-09,M,173,0,,,,
176602,Diogo Janeiro Peixe,Diogo Peixe,https://sav2.fpb.pt/uploads/utilizadores/104642_1663241700.png,BASE,Portugal,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg,0,12,CAB Madeira ,60,2021/2022,987,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",CAB,6,Associação de Basquetebol da Madeira,2000-01-17,M,191,89,,,,
170452,Diogo Mendes de Araújo,Diogo Araújo,https://sav2.fpb.pt/uploads/utilizadores/99168_1662817583.png,EXTREMO / POSTE,Portugal,Sporting Clube de Portugal,https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png,0,20,Sporting CP ,60,2021/2022,169,Sporting Clube de Portugal,SCP,1,Associação de Basquetebol de Lisboa,1997-04-16,M,199,88,,,,
150447,Diogo Rodrigues Gameiro,Diogo Gameiro,https://sav2.fpb.pt/uploads/utilizadores/70000_1662745119.png,BASE,Portugal,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,13,SL Benfica ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,1995-08-13,M,183,0,https://sav2.fpb.pt/uploads/utilizadores/foto_acao150447_1616105055.jpg,,,
273160,Dontae Evon Bruner,Dontae Bruner,https://sav2.fpb.pt/uploads/utilizadores/223864_1632333911.png,,Estados Unidos da América,Imortal Basket Club,https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png,0,23,Imortal LUZiGÁS ,60,2021/2022,2932,Imortal Basket Club,IBC,9,Associação de Basquetebol do Algarve ,1997-12-31,M,206,0,,,,
157282,Eduardo Evaristo Guimarães,Eduardo Guimarães,https://sav2.fpb.pt/uploads/utilizadores/85013_1665741367.png,,Portugal,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,25,Académica EFAPEL ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,1992-09-24,M,186,0,,,,
219390,Eduardo Filipe Morete Dos Santos ,Eduardo Santos,https://sav2.fpb.pt/uploads/utilizadores/147473_1663798004.png,,Portugal,Clube Desportivo da Póvoa,https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg,0,6,CD Póvoa ESC Online ,60,2021/2022,118,Clube Desportivo da Póvoa,CDP,4,Associação de Basquetebol do Porto,2003-12-11,M,202,0,,,,
266618,Eduardo Mingas Francisco,Eduardo Francisco,https://sav2.fpb.pt/uploads/utilizadores/194540_1662745140.png,EXTREMO / POSTE,Angola,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,5,SL Benfica Sub23 ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,2003-11-05,M,200,0,,,,
171229,Emanuel Lopes Correia de Sá,Emanuel Sá,https://sav2.fpb.pt/uploads/utilizadores/98666_1663861245.png,EXTREMO,Portugal,Imortal Basket Club,https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png,0,6,Imortal BC Luzigás ,60,2021/2022,2932,Imortal Basket Club,IBC,9,Associação de Basquetebol do Algarve ,1993-11-29,M,200,95,,,,
249300,Eric Nathaniel Coleman,Eric Coleman,https://sav2.fpb.pt/uploads/utilizadores/177292_1632672867.png,,Estados Unidos da América,Vitória Sport Clube,https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png,0,2,Vitória SC ,60,2021/2022,2300,Vitória Sport Clube,VSC,5,Associação de Basquetebol de Braga,1985-08-08,M,201,0,,,,
143610,Fábio Arlindo da Cruz Lima,Fábio Lima,https://sav2.fpb.pt/uploads/utilizadores/82610_1663877000.png,EXTREMO,Portugal,Imortal Basket Club,https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png,0,10,Imortal BC Luzigás ,60,2021/2022,2932,Imortal Basket Club,IBC,9,Associação de Basquetebol do Algarve ,1988-08-18,M,198,96,,,,
210905,Fábio Miguel Costa Valverde Pepe Dias,Fábio Dias,https://sav2.fpb.pt/uploads/utilizadores/138708_1642676143.png,,Portugal,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,,Académica EFAPEL ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,2001-12-01,M,0,0,,,,
262463,Feliciano Perez Neto,Feliciano Neto,https://sav2.fpb.pt/uploads/utilizadores/190390_1645047140.png,POSTE,Brasil,União Desportiva Oliveirense,https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png,0,1,UD Oliveirense ,60,2021/2022,28,União Desportiva Oliveirense,UDO,3,Associação de Basquetebol de Aveiro,1990-05-23,M,210,0,,,,
191364,Fernando Augusto Machado Ferreira,Fernando Ferreira,https://sav2.fpb.pt/uploads/utilizadores/119971_1663858606.png,EXTREMO / POSTE,Portugal,Sport Club Lusitânia ,https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png,0,15,SC Lusitânia Expert ,60,2021/2022,76,Sport Club Lusitânia ,SCL,13,Associação de Basquetebol da Ilha Terceira ,1994-11-10,M,200,120,https://sav2.fpb.pt/uploads/utilizadores/foto_acao191364_1668203462.jpg,,,
246181,Filip Hans Herbert Herman Gewert,Filip Gewert,https://sav2.fpb.pt/uploads/utilizadores/174176_1663877112.png,EXTREMO / POSTE,Suécia,Imortal Basket Club,https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png,0,46,Imortal BC Luzigás ,60,2021/2022,2932,Imortal Basket Club,IBC,9,Associação de Basquetebol do Algarve ,2002-11-12,M,202,88,,,,
244862,Filip Simic,Filip Simic,https://sav2.fpb.pt/uploads/utilizadores/172865_1632846618.png,,Sérvia,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,1,Académica EFAPEL ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,1990-05-11,M,185,0,,,,
134318,Francisco Andrade Amiel,Francisco Amiel,https://sav2.fpb.pt/uploads/utilizadores/55372_1663801411.png,BASE,Portugal,Sport Club Lusitânia ,https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png,0,6,Lusitânia Expert ,60,2021/2022,76,Sport Club Lusitânia ,SCL,13,Associação de Basquetebol da Ilha Terceira ,1996-01-20,M,189,0,,https://www.facebook.com/francisco.amiel,https://www.instagram.com/franciscoamiel,https://twitter.com/franciscoaamiel
152194,Francisco Bastos Albergaria,Francisco Albergaria,https://sav2.fpb.pt/uploads/utilizadores/71827_1634636599.png,BASE,Portugal,União Desportiva Oliveirense,https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png,0,86,UD Oliveirense ,60,2021/2022,28,União Desportiva Oliveirense,UDO,3,Associação de Basquetebol de Aveiro,1997-02-10,M,184,75,https://sav2.fpb.pt/uploads/utilizadores/foto_acao152194_1602253231.jpg,,,
198294,Francisco Couto Jardim,Francisco Jardim,https://sav2.fpb.pt/uploads/utilizadores/125938_1633625554.png,,Portugal,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg,0,7,CAB Madeira SAD ,60,2021/2022,987,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",CAB,6,Associação de Basquetebol da Madeira,2003-05-13,M,177,0,,,,
199884,Francisco José Ribau Amarante,Francisco Amarante,https://sav2.fpb.pt/uploads/utilizadores/127925_1662647708.png,BASE / EXTREMO,Portugal,Futebol Clube do Porto,https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png,0,6,FC Porto ,60,2021/2022,120,Futebol Clube do Porto,FCP,4,Associação de Basquetebol do Porto,2000-03-24,M,195,94,,,,
210794,Francisco Oliveira Ortins Cardoso,Francisco Cardoso,,,Portugal,Sport Club Lusitânia ,https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png,0,3,SC Lusitânia SUB 18 ,60,2021/2022,76,Sport Club Lusitânia ,SCL,13,Associação de Basquetebol da Ilha Terceira ,2004-11-27,M,0,0,,,,
277848,Frank Brandon Gaines,Frank Gaines,https://sav2.fpb.pt/uploads/utilizadores/229194_1638722745.png,BASE / EXTREMO,Estados Unidos da América,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,0,SL Benfica ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,1990-07-07,M,193,0,,,,
273176,Fredrick Maurice Thomas,Fredrick Thomas,https://sav2.fpb.pt/uploads/utilizadores/223881_1632864722.png,,Estados Unidos da América,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg,0,1,CAB Madeira SAD ,60,2021/2022,987,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",CAB,6,Associação de Basquetebol da Madeira,1993-06-13,M,196,0,,,,
211165,Gabriel Rubinstein de Figueiredo,Gabriel Figueiredo,https://sav2.fpb.pt/uploads/utilizadores/140281_1665741428.png,,Portugal,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,6,Académica EFAPEL ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,2002-04-06,M,187,0,,,,
200711,Guilherme de Góis Saiote,Guilherme Saiote,https://sav2.fpb.pt/uploads/utilizadores/128703_1663877147.png,BASE,Portugal,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,10,SL Benfica B ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,2002-05-10,M,186,80,,,,
218937,Guilherme Ramos Nunes,Guilherme Nunes,https://sav2.fpb.pt/uploads/utilizadores/147020_1663798598.png,,Portugal,Clube Desportivo da Póvoa,https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg,0,28,CD Póvoa ESC Online ,60,2021/2022,118,Clube Desportivo da Póvoa,CDP,4,Associação de Basquetebol do Porto,2003-04-05,M,197,0,,,,
192728,Gustavo Brandao Teixeira,Gustavo Teixeira,https://sav2.fpb.pt/uploads/utilizadores/120904_1663801450.png,,Portugal,A.D.O. Basquetebol da Associação Desportiva Ovarense,https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_121663058006.png,0,20,Ovarense GAVEX ,60,2021/2022,12,A.D.O. Basquetebol da Associação Desportiva Ovarense,OVA,3,Associação de Basquetebol de Aveiro,2000-07-26,M,189,73,,,,
228390,Gustavo da Cunha Leal Dinis Guerra,Gustavo Guerra,https://sav2.fpb.pt/uploads/utilizadores/156442_1650986746.png,,Portugal,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,,Académica Sub23 ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,2003-08-11,M,0,0,,,,
82106,Helder João Reis Gomes de Carvalho,Helder Carvalho,https://sav2.fpb.pt/uploads/utilizadores/15686_1646907953.png,,Portugal,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,13,Académica EFAPEL ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,1984-05-27,M,0,0,,,,
168802,Hugo Cesar Correia Sá Sotta,Hugo Sotta,https://sav2.fpb.pt/uploads/utilizadores/96195_1663796628.png,,Portugal,Vitória Sport Clube,https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png,0,8,Vitória SC ,60,2021/2022,2300,Vitória Sport Clube,VSC,5,Associação de Basquetebol de Braga,1993-07-15,M,205,100,,,,
193812,Hugo Miguel Vieitas Ferreira da Silva,Hugo Silva,https://sav2.fpb.pt/uploads/utilizadores/122685_1638722823.png,EXTREMO / POSTE,Portugal,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,9,SL Benfica ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,2002-05-06,M,203,0,,,,
176575,Ivan Freitas Almeida,Ivan Almeida,https://sav2.fpb.pt/uploads/utilizadores/104216_1662745162.png,EXTREMO,Portugal,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,96,SL Benfica ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,1989-05-10,M,198,0,,,,
273261,Jacob Everett Gibson,Jacob Gibson,https://sav2.fpb.pt/uploads/utilizadores/223976_1632676004.png,,Estados Unidos da América,Sport Club Lusitânia ,https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png,0,34,Lusitânia Expert ,60,2021/2022,76,Sport Club Lusitânia ,SCL,13,Associação de Basquetebol da Ilha Terceira ,1993-09-28,M,196,0,,,,
